"pop_id","pixel_id","x","y","tile_id","clc_code","clc_name","Onset_Greenness_Increase_2013","Onset_Greenness_Increase_2014","Onset_Greenness_Increase_2015","Onset_Greenness_Increase_2016","Onset_Greenness_Increase_2017","Onset_Greenness_Increase_2018","Onset_Greenness_Increase_2019","Onset_Greenness_Increase_2020","Onset_Greenness_Increase_2021","Onset_Greenness_Increase_2022","Onset_Greenness_Increase_2023","GLSP_QC_2013","GLSP_QC_2014","GLSP_QC_2015","GLSP_QC_2016","GLSP_QC_2017","GLSP_QC_2018","GLSP_QC_2019","GLSP_QC_2020","GLSP_QC_2021","GLSP_QC_2022","GLSP_QC_2023","PGQ_Onset_Greenness_Increase_2013","PGQ_Onset_Greenness_Increase_2014","PGQ_Onset_Greenness_Increase_2015","PGQ_Onset_Greenness_Increase_2016","PGQ_Onset_Greenness_Increase_2017","PGQ_Onset_Greenness_Increase_2018","PGQ_Onset_Greenness_Increase_2019","PGQ_Onset_Greenness_Increase_2020","PGQ_Onset_Greenness_Increase_2021","PGQ_Onset_Greenness_Increase_2022","PGQ_Onset_Greenness_Increase_2023","QC_mandatory_quality_2013","QC_mandatory_quality_2014","QC_mandatory_quality_2015","QC_mandatory_quality_2016","QC_mandatory_quality_2017","QC_mandatory_quality_2018","QC_mandatory_quality_2019","QC_mandatory_quality_2020","QC_mandatory_quality_2021","QC_mandatory_quality_2022","QC_mandatory_quality_2023","QC_climatology_2013","QC_climatology_2014","QC_climatology_2015","QC_climatology_2016","QC_climatology_2017","QC_climatology_2018","QC_climatology_2019","QC_climatology_2020","QC_climatology_2021","QC_climatology_2022","QC_climatology_2023","QC_land_water_2013","QC_land_water_2014","QC_land_water_2015","QC_land_water_2016","QC_land_water_2017","QC_land_water_2018","QC_land_water_2019","QC_land_water_2020","QC_land_water_2021","QC_land_water_2022","QC_land_water_2023"
"Cambridgeshire_23",1467023,-20617.41588425,5818049.43744875,"h17v03",12,"Non-irrigated arable land",72,44,64,59,50,51,59,78,63,39,58,49,40,41,53,49,45,36,52,49,41,53,0,85,71,42,0,0,100,42,14,14,0,"processed, other quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","climatology fill 16-20%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 11-15%","climatology fill 1-5%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 21-30%","land","land","land","land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467024,-20154.10316775,5818049.43744875,"h17v03",12,"Non-irrigated arable land",105,72,84,90,56,36,51,108,88,40,65,45,45,49,37,58,41,48,41,45,44,53,14,71,14,42,0,28,85,100,57,14,0,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality","processed, good quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","climatology fill 11-15%","climatology fill 11-15%","climatology fill 16-20%","climatology fill 1-5%","climatology fill >31%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 21-30%","land","land","land","land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467025,-19690.79045125,5818049.43744875,"h17v03",12,"Non-irrigated arable land",102,70,72,NA,53,117,61,88,65,23,81,33,53,45,35,53,36,44,32,37,37,53,0,85,71,NA,0,100,100,100,0,85,71,"processed, other quality","processed, other quality","processed, other quality","not processed","processed, other quality","processed, good quality","processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","climatology fill 0%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 0%","climatology fill 21-30%","climatology fill 1-5%","climatology fill 11-15%","climatology fill 0%","climatology fill 1-5%","climatology fill 1-5%","climatology fill 21-30%","land","land","land","land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467026,-19227.47773475,5818049.43744875,"h17v03",12,"Non-irrigated arable land",86,74,112,128,32,104,24,66,55,15,80,37,53,NA,57,46,40,40,48,45,40,49,0,85,100,100,28,57,0,0,28,100,0,"processed, other quality","processed, other quality",NA,"processed, other quality","processed, backup algorithm","processed, good quality","processed, good quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","climatology fill 1-5%","climatology fill 21-30%",NA,"climatology fill >31%","climatology fill 11-15%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 11-15%","climatology fill 6-10%","climatology fill 16-20%","land","land",NA,"land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467027,-18764.16501825,5818049.43744875,"h17v03",12,"Non-irrigated arable land",20,67,108,34,49,120,38,94,NA,77,85,57,41,NA,57,53,40,40,40,35,32,49,0,71,71,57,0,71,42,100,NA,100,57,"processed, other quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, good quality","not processed","processed, good quality","processed, other quality","climatology fill >31%","climatology fill 6-10%",NA,"climatology fill >31%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 0%","climatology fill 0%","climatology fill 16-20%","land","land",NA,"land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467028,-18300.85230175,5818049.43744875,"h17v03",12,"Non-irrigated arable land",103,45,123,95,43,92,51,118,52,68,82,37,49,NA,53,54,36,48,41,45,32,49,0,100,71,42,0,0,71,100,0,71,42,"processed, other quality","processed, other quality",NA,"processed, other quality","processed, backup algorithm","processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","climatology fill 1-5%","climatology fill 16-20%",NA,"climatology fill 21-30%","climatology fill 21-30%","climatology fill 1-5%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 11-15%","climatology fill 0%","climatology fill 16-20%","land","land",NA,"land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467818,-21080.72860075,5817586.12473225,"h17v03",12,"Non-irrigated arable land",78,64,82,68,43,78,56,65,58,8,44,52,52,53,57,53,48,45,44,41,49,49,0,57,0,14,0,0,100,0,0,71,71,"processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 16-20%","land","land","land","land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467819,-20617.41588425,5817586.12473225,"h17v03",12,"Non-irrigated arable land",100,79,73,107,38,27,70,49,101,42,64,32,32,57,53,57,48,44,32,41,41,57,0,28,28,42,0,42,100,0,100,0,0,"processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","climatology fill 0%","climatology fill 0%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill 16-20%","climatology fill 11-15%","climatology fill 0%","climatology fill 6-10%","climatology fill 6-10%","climatology fill >31%","land","land","land","land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467820,-20154.10316775,5817586.12473225,"h17v03",12,"Non-irrigated arable land",80,75,85,38,50,81,66,58,79,NA,58,53,54,53,53,58,44,45,53,49,35,49,0,14,0,42,0,0,100,0,14,NA,14,"processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality","processed, backup algorithm","processed, good quality","processed, other quality","processed, other quality","processed, other quality","not processed","processed, other quality","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 0%","climatology fill 16-20%","land","land","land","land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467821,-19690.79045125,5817586.12473225,"h17v03",12,"Non-irrigated arable land",101,69,102,98,32,16,46,53,67,14,27,53,42,49,57,58,53,48,52,41,40,53,14,71,42,28,0,57,85,28,0,100,100,"processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","climatology fill 21-30%","climatology fill 6-10%","climatology fill 16-20%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 21-30%","land","land","land","land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467822,-19227.47773475,5817586.12473225,"h17v03",12,"Non-irrigated arable land",82,64,103,83,63,10,37,36,77,37,43,49,45,NA,57,45,49,44,44,53,40,49,0,71,57,14,0,0,42,71,0,14,71,"processed, other quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","climatology fill 16-20%","climatology fill 11-15%",NA,"climatology fill >31%","climatology fill 11-15%","climatology fill 16-20%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 16-20%","land","land",NA,"land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1467823,-18764.16501825,5817586.12473225,"h17v03",23,"Broad-leaved forest",84,84,102,102,104,83,47,97,72,92,82,53,41,NA,57,49,53,53,44,57,57,53,0,42,42,28,42,0,85,71,0,42,42,"processed, other quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","climatology fill 21-30%","climatology fill 6-10%",NA,"climatology fill >31%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 11-15%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","land","land",NA,"land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1468616,-20154.10316775,5817122.81201575,"h17v03",12,"Non-irrigated arable land",99,75,74,64,59,8,58,121,90,23,45,45,58,49,57,53,40,33,37,53,32,53,14,42,42,14,0,14,100,100,57,100,100,"processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","climatology fill 11-15%","climatology fill >31%","climatology fill 16-20%","climatology fill >31%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 0%","climatology fill 1-5%","climatology fill 21-30%","climatology fill 0%","climatology fill 21-30%","land","land","land","land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1468617,-19690.79045125,5817122.81201575,"h17v03",12,"Non-irrigated arable land",83,94,84,81,36,4,35,118,107,376,20,53,42,45,45,53,41,40,48,53,36,53,0,0,0,28,28,0,57,100,100,42,85,"processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","climatology fill 21-30%","climatology fill 6-10%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 1-5%","climatology fill 21-30%","land","land","land","land","land","land","land","land","land","land","land"
"Cambridgeshire_23",1468618,-19227.47773475,5817122.81201575,"h17v03",12,"Non-irrigated arable land",90,65,95,73,83,91,56,88,121,51,37,53,49,NA,53,57,48,48,40,41,41,53,0,71,28,0,42,0,100,100,42,57,100,"processed, other quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","climatology fill 21-30%","climatology fill 16-20%",NA,"climatology fill 21-30%","climatology fill >31%","climatology fill 16-20%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 21-30%","land","land",NA,"land","land","land","land","land","land","land","land"
"Cheshire_24",1297232,-133202.40599375,5916735.04606325,"h17v03",26,"Natural grasslands",118,90,124,68,93,119,45,117,86,81,120,NA,58,NA,58,58,45,57,NA,53,NA,53,0,0,28,0,57,28,28,85,57,71,0,NA,"processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality",NA,"processed, other quality",NA,"processed, other quality",NA,"climatology fill >31%",NA,"climatology fill >31%","climatology fill >31%","climatology fill 11-15%","climatology fill >31%",NA,"climatology fill 21-30%",NA,"climatology fill 21-30%",NA,"land",NA,"land","land","land","land",NA,"land",NA,"land"
"Cheshire_24",1297233,-132739.09327725,5916735.04606325,"h17v03",36,"Peat bogs",126,95,78,133,83,108,82,126,106,62,123,NA,58,NA,58,58,45,50,NA,53,NA,57,0,0,0,0,71,0,14,42,85,0,0,NA,"processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, backup algorithm",NA,"processed, other quality",NA,"processed, other quality",NA,"climatology fill >31%",NA,"climatology fill >31%","climatology fill >31%","climatology fill 11-15%","climatology fill 16-20%",NA,"climatology fill 21-30%",NA,"climatology fill >31%",NA,"land",NA,"land","land","land","land",NA,"land",NA,"land"
"Cheshire_24",1297234,-132275.78056075,5916735.04606325,"h17v03",36,"Peat bogs",124,105,127,117,106,100,106,130,73,101,120,NA,58,53,54,58,57,58,53,57,46,NA,0,0,14,0,0,0,42,42,0,0,0,NA,"processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality","processed, backup algorithm",NA,NA,"climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill 11-15%",NA,NA,"land","land","land","land","land","land","land","land","land",NA
"Cheshire_24",1298027,-133665.71871025,5916271.73334675,"h17v03",36,"Peat bogs",106,92,128,120,80,114,63,72,77,73,108,57,58,NA,58,58,53,54,NA,57,53,NA,0,0,28,0,57,0,57,28,14,85,42,"processed, other quality","processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, backup algorithm",NA,"processed, other quality","processed, other quality",NA,"climatology fill >31%","climatology fill >31%",NA,"climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%",NA,"climatology fill >31%","climatology fill 21-30%",NA,"land","land",NA,"land","land","land","land",NA,"land","land",NA
"Cheshire_24",1298028,-133202.40599375,5916271.73334675,"h17v03",26,"Natural grasslands",104,91,94,118,100,91,80,120,102,71,93,57,58,NA,54,58,53,49,NA,53,50,NA,0,0,14,0,14,0,0,71,100,57,71,"processed, other quality","processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality",NA,"processed, other quality","processed, backup algorithm",NA,"climatology fill >31%","climatology fill >31%",NA,"climatology fill 21-30%","climatology fill >31%","climatology fill 21-30%","climatology fill 16-20%",NA,"climatology fill 21-30%","climatology fill 16-20%",NA,"land","land",NA,"land","land","land","land",NA,"land","land",NA
"Cheshire_24",1298029,-132739.09327725,5916271.73334675,"h17v03",18,"Pastures",107,83,84,118,105,116,63,108,73,89,118,57,58,NA,54,58,49,54,NA,45,54,NA,0,28,0,0,0,14,71,100,0,42,0,"processed, other quality","processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, backup algorithm",NA,"processed, other quality","processed, backup algorithm",NA,"climatology fill >31%","climatology fill >31%",NA,"climatology fill 21-30%","climatology fill >31%","climatology fill 16-20%","climatology fill 21-30%",NA,"climatology fill 11-15%","climatology fill 21-30%",NA,"land","land",NA,"land","land","land","land",NA,"land","land",NA
"Cheshire_24",1298030,-132275.78056075,5916271.73334675,"h17v03",36,"Peat bogs",38,90,105,125,113,117,84,81,80,52,95,NA,58,53,54,58,45,57,53,57,54,53,0,0,28,0,14,14,42,71,28,0,71,NA,"processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality",NA,"climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%","climatology fill 11-15%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%",NA,"land","land","land","land","land","land","land","land","land","land"
"Cheshire_24",1298031,-131812.46784425,5916271.73334675,"h17v03",36,"Peat bogs",143,104,103,97,111,92,81,112,59,105,95,NA,58,57,54,58,49,53,57,57,58,53,14,0,28,0,0,0,28,100,0,0,14,NA,"processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality",NA,"climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill 16-20%","climatology fill 21-30%","climatology fill >31%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%",NA,"land","land","land","land","land","land","land","land","land","land"
"Cheshire_24",1298822,-134129.03142675,5915808.42063025,"h17v03",36,"Peat bogs",136,109,67,110,96,82,98,129,109,43,113,57,54,57,57,58,53,54,NA,57,54,NA,0,0,0,0,42,0,71,42,100,0,0,"processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality","processed, backup algorithm",NA,"processed, other quality","processed, backup algorithm",NA,"climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%",NA,"climatology fill >31%","climatology fill 21-30%",NA,"land","land","land","land","land","land","land",NA,"land","land",NA
"Cheshire_24",1298823,-133665.71871025,5915808.42063025,"h17v03",26,"Natural grasslands",118,74,89,110,104,104,77,94,70,47,124,57,54,NA,58,58,32,58,NA,57,49,NA,0,71,0,0,0,0,0,100,0,0,0,"processed, other quality","processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, good quality","processed, backup algorithm",NA,"processed, other quality","processed, other quality",NA,"climatology fill >31%","climatology fill 21-30%",NA,"climatology fill >31%","climatology fill >31%","climatology fill 0%","climatology fill >31%",NA,"climatology fill >31%","climatology fill 16-20%",NA,"land","land",NA,"land","land","land","land",NA,"land","land",NA
"Cheshire_24",1298824,-133202.40599375,5915808.42063025,"h17v03",18,"Pastures",102,89,87,116,100,88,60,83,114,76,100,NA,58,NA,50,58,53,57,NA,57,57,NA,0,0,0,0,14,0,71,85,100,85,57,NA,"processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality",NA,"processed, other quality","processed, other quality",NA,NA,"climatology fill >31%",NA,"climatology fill 16-20%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%",NA,"climatology fill >31%","climatology fill >31%",NA,NA,"land",NA,"land","land","land","land",NA,"land","land",NA
"Cheshire_24",1298825,-132739.09327725,5915808.42063025,"h17v03",18,"Pastures",103,77,94,116,92,76,65,96,68,87,116,57,54,NA,54,58,58,58,NA,53,58,NA,0,57,0,0,28,0,42,71,0,57,0,"processed, other quality","processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, backup algorithm","processed, backup algorithm",NA,"processed, other quality","processed, backup algorithm",NA,"climatology fill >31%","climatology fill 21-30%",NA,"climatology fill 21-30%","climatology fill >31%","climatology fill >31%","climatology fill >31%",NA,"climatology fill 21-30%","climatology fill >31%",NA,"land","land",NA,"land","land","land","land",NA,"land","land",NA
"Cheshire_24",1298826,-132275.78056075,5915808.42063025,"h17v03",18,"Pastures",121,80,109,125,118,115,53,101,107,88,112,NA,58,57,50,58,49,53,53,57,54,57,0,42,57,0,42,14,71,100,85,42,0,NA,"processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality",NA,"climatology fill >31%","climatology fill >31%","climatology fill 16-20%","climatology fill >31%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%",NA,"land","land","land","land","land","land","land","land","land","land"
"Cheshire_24",1298827,-131812.46784425,5915808.42063025,"h17v03",36,"Peat bogs",107,81,97,134,117,106,74,72,95,90,107,NA,58,49,54,58,45,53,57,53,54,57,0,42,0,0,0,0,28,14,85,42,28,NA,"processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality",NA,"climatology fill >31%","climatology fill 16-20%","climatology fill 21-30%","climatology fill >31%","climatology fill 11-15%","climatology fill 21-30%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%",NA,"land","land","land","land","land","land","land","land","land","land"
"Cheshire_24",1298828,-131349.15512775,5915808.42063025,"h17v03",18,"Pastures",132,94,91,96,85,100,57,76,63,69,118,NA,58,53,58,54,53,53,49,57,NA,NA,0,0,0,0,85,0,71,42,0,57,0,NA,"processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, other quality",NA,NA,NA,"climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 16-20%","climatology fill >31%",NA,NA,NA,"land","land","land","land","land","land","land","land",NA,NA
"Cheshire_24",1299618,-134129.03142675,5915345.10791375,"h17v03",18,"Pastures",96,85,84,119,115,116,53,80,90,90,81,57,54,53,54,58,41,49,NA,49,50,57,0,14,0,0,42,0,71,71,71,42,14,"processed, other quality","processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality",NA,"processed, other quality","processed, backup algorithm","processed, other quality","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%","climatology fill 6-10%","climatology fill 16-20%",NA,"climatology fill 16-20%","climatology fill 16-20%","climatology fill >31%","land","land","land","land","land","land","land",NA,"land","land","land"
"Cheshire_24",1299619,-133665.71871025,5915345.10791375,"h17v03",26,"Natural grasslands",123,101,111,107,98,118,NA,141,63,91,84,57,58,53,58,58,32,35,NA,NA,58,53,0,0,57,0,14,28,NA,85,0,28,28,"processed, other quality","processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, good quality","not processed",NA,NA,"processed, backup algorithm","processed, other quality","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill >31%","climatology fill 0%","climatology fill 0%",NA,NA,"climatology fill >31%","climatology fill 21-30%","land","land","land","land","land","land","land",NA,NA,"land","land"
"Cheshire_24",1299620,-133202.40599375,5915345.10791375,"h17v03",26,"Natural grasslands",99,79,86,99,97,98,92,98,81,79,83,53,58,NA,57,58,49,57,57,49,53,57,0,42,0,0,14,0,71,100,28,85,14,"processed, other quality","processed, backup algorithm",NA,"processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","climatology fill 21-30%","climatology fill >31%",NA,"climatology fill >31%","climatology fill >31%","climatology fill 16-20%","climatology fill >31%","climatology fill >31%","climatology fill 16-20%","climatology fill 21-30%","climatology fill >31%","land","land",NA,"land","land","land","land","land","land","land","land"
"Cheshire_24",1299621,-132739.09327725,5915345.10791375,"h17v03",18,"Pastures",109,95,80,118,112,77,78,89,61,69,101,57,58,NA,58,58,53,58,57,57,NA,NA,0,0,0,0,14,0,0,100,0,42,57,"processed, other quality","processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality",NA,NA,"climatology fill >31%","climatology fill >31%",NA,"climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill >31%","climatology fill >31%",NA,NA,"land","land",NA,"land","land","land","land","land","land",NA,NA
"Cheshire_24",1299622,-132275.78056075,5915345.10791375,"h17v03",18,"Pastures",103,69,103,98,80,102,64,91,88,87,106,NA,58,NA,58,58,53,58,57,53,54,53,0,57,42,0,28,0,42,100,71,57,28,NA,"processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality",NA,"climatology fill >31%",NA,"climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%",NA,"land",NA,"land","land","land","land","land","land","land","land"
"Cheshire_24",1299623,-131812.46784425,5915345.10791375,"h17v03",18,"Pastures",89,71,100,98,77,105,76,92,92,90,60,NA,58,NA,54,58,49,54,57,53,54,53,0,71,14,0,42,0,28,71,71,42,0,NA,"processed, backup algorithm",NA,"processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality",NA,"climatology fill >31%",NA,"climatology fill 21-30%","climatology fill >31%","climatology fill 16-20%","climatology fill 21-30%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%",NA,"land",NA,"land","land","land","land","land","land","land","land"
"Cheshire_24",1299624,-131349.15512775,5915345.10791375,"h17v03",18,"Pastures",128,79,44,102,92,110,95,80,97,96,84,57,58,57,54,58,50,57,57,53,53,53,0,42,0,0,57,0,85,57,71,14,0,"processed, other quality","processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","climatology fill >31%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill 16-20%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","land","land","land","land","land","land","land","land","land","land","land"
"Cheshire_24",1300413,-134592.34414325,5914881.79519725,"h17v03",18,"Pastures",130,93,79,119,89,99,49,84,61,80,117,NA,57,57,35,58,57,57,54,54,54,57,0,0,0,0,14,0,57,85,0,71,0,NA,"processed, other quality","processed, other quality","not processed","processed, backup algorithm","processed, other quality","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, backup algorithm","processed, other quality",NA,"climatology fill >31%","climatology fill >31%","climatology fill 0%","climatology fill >31%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%",NA,"land","land","land","land","land","land","land","land","land","land"
"Cheshire_24",1300414,-134129.03142675,5914881.79519725,"h17v03",18,"Pastures",83,86,116,106,98,111,34,86,82,78,91,57,58,53,58,58,53,57,NA,57,45,57,0,14,0,0,14,0,0,100,42,85,57,"processed, other quality","processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%","climatology fill >31%","climatology fill 21-30%","climatology fill >31%",NA,"climatology fill >31%","climatology fill 11-15%","climatology fill >31%","land","land","land","land","land","land","land",NA,"land","land","land"
"Cheshire_24",1300415,-133665.71871025,5914881.79519725,"h17v03",18,"Pastures",108,88,101,121,109,91,52,92,71,67,101,57,54,49,58,58,57,57,NA,53,54,57,0,0,14,0,14,0,71,100,0,42,57,"processed, other quality","processed, backup algorithm","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, other quality","processed, other quality",NA,"processed, other quality","processed, backup algorithm","processed, other quality","climatology fill >31%","climatology fill 21-30%","climatology fill 16-20%","climatology fill >31%","climatology fill >31%","climatology fill >31%","climatology fill >31%",NA,"climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%","land","land","land","land","land","land","land",NA,"land","land","land"
